BAF,1,1.0000,1.0000,1.0000,0.0000,0.0000,-0.0300,0.0000,0.0000,0.0000
BAF,11,1.0178,1.1718,1.0735,0.0000,0.0573,0.0000,0.0000,0.0000,0.0000
BAF,12,0.9146,0.9065,1.1911,-0.0186,-0.0225,-0.0848,358.0000,0.0000,0.0000
BAF,13,0.9568,0.9662,1.1260,-0.0286,-0.0114,0.0039,0.0000,356.9994,0.0000
BAF,14,1.1967,1.0204,1.0940,-0.0571,0.0000,0.0182,0.0000,0.0000,0.0000
BAF,18,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAF,19,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAF,21,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAF,22,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAF,26,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAF,27,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAM,1,1.1000,1.1000,1.1000,0.0000,0.0000,-0.0500,0.0000,0.0000,0.0000
BAM,11,1.0000,1.1500,1.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAM,12,1.0469,1.1747,1.0776,-0.0213,0.0073,-0.0580,354.9995,5.0000,0.0000
BAM,13,1.1249,1.2354,1.2192,0.2529,0.0248,-0.0146,272.9997,0.0000,266.9998
BAM,14,1.1145,0.9634,1.0107,-0.0426,0.0124,0.0157,0.0000,0.0000,4.0000
BAM,18,1.2000,1.2000,1.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAM,19,1.2000,1.2000,1.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAM,21,1.0000,1.2690,1.2019,0.0054,-0.0045,0.0000,0.0000,0.0000,0.0000
BAM,22,1.0000,1.2874,1.2153,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000
BAM,26,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BAM,27,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,1,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,11,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,12,0.7455,0.7518,1.0448,-0.0273,0.0000,-0.1069,5.0000,0.0000,340.9994
DAF,13,0.7569,0.8801,1.1368,-0.0076,0.0181,-0.0414,2.0000,0.0000,0.0000
DAF,14,1.0239,0.9268,1.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,18,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,19,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,26,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAF,27,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAM,1,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAM,11,1.0285,1.0063,0.8724,0.0000,-0.0291,0.0231,0.0000,0.0000,0.0000
DAM,12,0.9116,0.8557,0.9522,0.0000,0.0259,-0.1083,358.9988,353.9997,0.0000
DAM,13,0.9633,0.9021,1.0825,-0.0102,-0.0100,-0.0269,0.0000,0.0000,0.0000
DAM,14,0.9675,0.9862,0.9881,-0.0581,0.0192,0.0109,0.0000,0.0000,0.0000
DAM,18,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAM,19,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DAM,21,1.0000,1.0000,1.1000,0.0000,0.0000,-0.0200,0.0000,0.0000,0.0000
DAM,22,1.0000,1.0000,1.1000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
DAM,26,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
DAM,27,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKF,1,1.0000,1.0000,1.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000
DKF,11,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKF,12,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKF,13,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKF,14,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKM,1,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKM,11,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKM,12,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKM,13,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DKM,14,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DWF,1,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DWF,11,1.0000,1.0000,1.0000,-0.1327,-0.0605,0.0000,0.0000,0.0000,0.0000
DWF,12,1.3000,1.3000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DWF,13,1.5000,1.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DWF,14,1.0000,1.0000,1.0000,-0.0454,0.0000,0.0000,0.0000,0.0000,0.0000
