P -355.7795, 221.2978, -0.0769, 255, 0, 0, 3, to_Plane_of_Knowledge
P 67.9882, 251.6223, 29.4061, 255, 0, 0, 3, to_Bazaar
P 891.6591, -1192.0870, -1.4682, 255, 255, 0, 2, Teleport_to_Hub
P 52.0528, -354.0341, 29.4061, 255, 255, 0, 2, Teleport_to_Gray_Griffin_Hall
P -304.3356, -96.0921, 29.3890, 128, 0, 128, 2, Teleport_to_White_Dragon_Hall
P -920.9112, -1183.8268, -1.4682, 128, 0, 128, 2, Teleport_to_Hub
P 860.8098, -1785.8093, -30.6742, 255, 255, 255, 2, Gray_Griffin_Hall
P 687.7522, -1438.2826, 29.4062, 255, 255, 255, 2, Diamond
P 516.5787, -1212.7383, -32.3424, 255, 255, 255, 2, Sapphire
P 624.2650, -922.3166, 29.4062, 255, 255, 255, 2, Emerald
P 773.6385, -745.5607, -32.3424, 255, 255, 255, 2, Ruby
P 1054.3877, -877.6667, 29.4062, 255, 255, 255, 2, Platinum
P 1224.0424, -1005.3181, -32.3424, 255, 255, 255, 2, Gold
P 1120.2106, -1287.8259, 29.4062, 255, 255, 255, 2, Silver
P 1028.8663, -1540.9429, -31.0129, 255, 255, 255, 2, Silver
P 969.1953, -1458.9106, -32.3424, 255, 255, 255, 2, Copper
P -1121.7383, -1356.0197, 29.4062, 255, 255, 255, 2, Diamond
P -1291.8257, -1197.4215, -32.3424, 255, 255, 255, 2, Sapphire
P -1187.7277, -924.2067, 29.4062, 255, 255, 255, 2, Emerald
P -1036.5455, -745.2131, -32.3424, 255, 255, 255, 2, Ruby
P -759.1148, -854.7358, 29.4062, 255, 255, 255, 2, Platinum
P -584.7399, -1000.8807, -32.3424, 255, 255, 255, 2, Gold
P -692.8178, -1281.2743, 29.4062, 255, 255, 255, 2, Silver
P -840.2556, -1453.0983, -32.3424, 255, 255, 255, 2, Copper
P -935.7552, -1752.0405, 33.7343, 255, 255, 255, 2, Hall_of_the_White_Dragon
P -180.0973, 423.5060, 29.4061, 255, 255, 255, 2, Stables
P -939.1307, -1081.4329, -1.5422, 255, 210, 0, 2, Bankers
P 872.7997, -1068.0823, -1.4682, 255, 210, 0, 2, Bankers
P -0.4735, 26.9153, -1.4682, 0, 128, 0, 2, Merchants
P -143.0135, 257.6650, 29.4061, 128, 0, 128, 2, Forge
P 211.9132, -163.6208, -32.3425, 128, 0, 128, 2, Kiln
P 328.2806, -213.0179, -32.3425, 128, 0, 128, 2, Pottery_Wheel
P 212.1239, -131.2736, -32.3425, 128, 0, 128, 2, Loom
P 215.1205, -175.5463, -32.3425, 128, 0, 128, 2, Pottery_Wheel
P 310.7467, -212.8001, -32.3425, 128, 0, 128, 2, Oven
P 419.0392, -170.9568, -32.3425, 128, 0, 128, 2, Forge
P 425.2992, -136.0045, -32.3425, 128, 0, 128, 2, Forge

