L -2217.3213, 343.7332, 19.2355,  -2234.7390, 356.9523, 19.2376,  0, 0, 0
L -2234.7390, 356.9523, 19.2376,  -2235.2925, 380.3456, 19.3275,  0, 0, 0
L -2235.2925, 380.3456, 19.3275,  -2217.7976, 395.0638, 19.2400,  0, 0, 0
L -2217.7976, 395.0638, 19.2400,  -2194.7749, 390.9055, 19.2378,  0, 0, 0
L -2194.7749, 390.9055, 19.2378,  -2184.2405, 370.9673, 19.2376,  0, 0, 0
L -1593.3225, 43.2904, 55.7540,  -1595.7236, 40.4175, 55.7536,  0, 0, 0
L -1595.7236, 40.4175, 55.7536,  -1597.3198, 32.5674, 55.7577,  0, 0, 0
L -1597.3198, 32.5674, 55.7577,  -1584.0382, 21.4231, 55.7567,  0, 0, 0
L -1584.0382, 21.4231, 55.7567,  -1567.2014, 26.9968, 56.0800,  0, 0, 0
L -1567.2014, 26.9968, 56.0800,  -1564.0841, 44.6755, 56.0864,  0, 0, 0
L -1564.0841, 44.6755, 56.0864,  -1577.8743, 56.2635, 56.0839,  0, 0, 0
L -1577.8743, 56.2635, 56.0839,  -1585.7112, 53.1597, 56.0864,  0, 0, 0
L -1585.7112, 53.1597, 56.0864,  -1588.1943, 50.2212, 56.0836,  0, 0, 0
L -1666.9948, 383.1590, 57.7176,  -1670.0236, 381.4113, 57.7163,  0, 0, 0
L -1670.0236, 381.4113, 57.7163,  -1674.4674, 374.1389, 57.7149,  0, 0, 0
L -1674.4674, 374.1389, 57.7149,  -1665.5452, 358.6844, 57.7116,  0, 0, 0
L -1665.5452, 358.6844, 57.7116,  -1647.4662, 358.6323, 57.7134,  0, 0, 0
L -1647.4662, 358.6323, 57.7134,  -1638.5117, 374.2363, 60.5198,  0, 0, 0
L -1638.5117, 374.2363, 60.5198,  -1647.4996, 389.7721, 60.5172,  0, 0, 0
L -1647.4996, 389.7721, 60.5172,  -1655.8958, 389.5378, 60.5156,  0, 0, 0
L -1655.8958, 389.5378, 60.5156,  -1658.9088, 387.8256, 60.5150,  0, 0, 0
L -2037.9940, -285.7434, 24.5693,  -2040.0232, -288.1593, 24.5693,  0, 0, 0
L -2040.0232, -288.1593, 24.5693,  -2041.7333, -296.4314, 24.5693,  0, 0, 0
L -2041.7333, -296.4314, 24.5693,  -2028.0525, -307.9655, 24.5693,  0, 0, 0
L -2028.0525, -307.9655, 24.5693,  -2011.1072, -301.9102, 24.5693,  0, 0, 0
L -2011.1072, -301.9102, 24.5693,  -2007.9484, -284.1243, 24.5693,  0, 0, 0
L -2007.9484, -284.1243, 24.5693,  -2021.5742, -272.6924, 24.5693,  0, 0, 0
L -2021.5742, -272.6924, 24.5693,  -2029.5283, -275.6895, 24.5693,  0, 0, 0
L -2029.5283, -275.6895, 24.5693,  -2032.0282, -278.6345, 24.5693,  0, 0, 0
P -1308.2394, 197.9565, 49.2808,  240, 240, 240,  2,  Kerra_Ridge
P -253.6483, 1692.3406, 29.7910,  255, 0, 0,  3,  to_Plane_of_Knowledge_(Click_Book)
P 892.4153, -2304.8840, 40.1823,  255, 0, 0,  3,  to_Erudin
P 2177.1008, 1142.5531, 125.9919,  255, 0, 0,  3,  to_The_Barren_Coast
P 229.0000, 1976.0000, 46.4485,  255, 0, 0,  3,  to_Paineel
P 1813.4943, -1908.0308, 121.5584,  255, 0, 0,  3,  to_Plane_of_Knowledge_(Click_Book)
P 1143.6306, -963.0951, 25.5475,  255, 0, 0,  2,  Druid_Ring
P 1664.8918, 1500.9128, 67.8189,  255, 0, 0,  2,  Wizard_Spires
P 718.0000, -2102.0000, 21.8374,  255, 0, 0,  2,  Succor
P -1177.2329, -2166.3621, 14.6793,  240, 240, 0,  2,  Boat
P -1208.0000, 519.0000, 20.0000,  127, 127, 0,  2,  Boat
P -535.5333, -2152.3835, 71.8850,  0, 128, 0,  2,  Islan_Hetston_(Merchant_and_Taskmaster)
P -568.2729, -2163.9915, 77.8850,  0, 128, 0,  2,  Win_Kernam_(Smithing)
P 1153.0560, -953.6821, 24.8302,  0, 128, 0,  2,  Martyn_Firechaser_(Druid_Spells)
P 1164.7556, -1413.8118, 28.2723,  0, 128, 0,  2,  Cyria_Lorewhisper_(Jewelcrafting)
P 1181.7234, -1404.0780, 34.2723,  0, 128, 0,  2,  Tran_Lilspin_(Reagents)
P -2053.0000, -624.0000, 56.0000,  0, 128, 0,  2,  Melixis_(Fishing,Alchemy)
P -2158.0000, 280.0000, 19.0000,  0, 128, 0,  2,  Raarrk_(General)
P 672.4820, -2000.2081, 32.7109,  0, 128, 0,  2,  Stylla_Parsini_(Satchels)
P 709.1165, -1996.2778, 26.7109,  0, 128, 0,  2,  Emil_Parsini_(Satchels)
P -1578.6588, 35.9829, 54.5693,  0, 0, 0,  2,  Roary_Fishpouncer
P -1925.2145, 370.6088, 19.5921,  0, 0, 0,  2,  Feren
P -1947.8916, 80.2387, 35.5629,  0, 0, 0,  2,  Shazda_Asad
P -1961.0000, 415.0000, 20.0000,  0, 0, 0,  2,  Thalith_Mumluk
P -1966.7015, 201.6155, 54.5693,  0, 0, 0,  2,  Urkath_Greyface
P -2090.1650, 251.0370, 19.5693,  0, 0, 0,  2,  Dozing_Ghulam
P -2102.3679, 355.6346, 19.0483,  0, 0, 0,  2,  Wislen_Mamluk
P -2109.0000, 292.0000, 47.0000,  0, 0, 0,  2,  Feskr_Drinkmaker
P -2121.0000, 277.0000, 22.0000,  0, 0, 0,  2,  Iffir_Soulcaller
P -2122.6333, 301.1267, 21.8391,  0, 0, 0,  2,  Drunken_Ghulam
P -2131.8586, 257.0493, 19.5693,  0, 0, 0,  2,  Falthrik_Lothoro
P -2137.2087, -111.1362, 20.2647,  0, 0, 0,  2,  Marl_Kastane
P -2152.1479, 282.4220, 19.5732,  0, 0, 0,  2,  Erfer_Longclaw
P -2208.7476, 382.5384, 19.5693,  0, 0, 0,  2,  Allix
P -2220.0000, 361.0000, 19.0000,  0, 0, 0,  2,  Errrak_Thickshank
P -2224.3853, 373.0218, 19.5723,  0, 0, 0,  2,  Graalf_Sharpclaw
P -2300.1477, -0.9935, -2.6638,  0, 0, 0,  2,  Maugarim
P -2343.3083, 4.4203, -2.6639,  0, 0, 0,  2,  a_banished_kerran
P -321.0934, 547.3930, 40.9429,  0, 0, 0,  2,  Knarthenne_Skurl
P -324.3403, 766.8184, 14.3096,  0, 0, 0,  2,  Sanidella_Syllvic
P -332.1255, 367.3562, 15.2386,  0, 0, 0,  2,  Elial_Brook
P -391.3590, 1873.2737, 85.0607,  0, 0, 0,  2,  Rungupp
P -970.4487, -2162.6675, 38.8765,  0, 0, 0,  2,  Assistant_T'os
P 1125.9910, -826.2148, 26.9578,  0, 0, 0,  2,  Telanku_Trailrunner
P 1258.0000, -1957.0000, 90.0000,  0, 0, 0,  2,  Ricandrow_Starbourne
P 1259.7019, -966.9287, 24.3412,  0, 0, 0,  2,  Illsiv_Gantrau
P 1366.9757, 352.6772, 35.2943,  0, 0, 0,  2,  Poacher_Willa
P 1417.0359, -343.9662, 62.2739,  0, 0, 0,  2,  Erudin_Emissary
P 1539.5902, 1535.4087, 60.4789,  0, 0, 0,  2,  Kellkoan_Rishta
P 1550.8820, -371.9708, 15.4568,  0, 0, 0,  2,  Friedalla_Dawncrest
P 1580.0520, -1532.0286, 76.0494,  0, 0, 0,  2,  Jalen_Goldsinger
P 1622.7295, -1962.6121, 82.1842,  0, 0, 0,  2,  Xyrlania_Rainsparkle
P 1638.8596, -1980.1532, 88.4005,  0, 128, 0,  2,  Quana_Rainsparkle_(Merchant)
P 1657.3816, 1501.0071, 67.5894,  0, 0, 0,  2,  Nexus_Scion
P 1671.6779, -1116.5583, 39.6607,  0, 0, 0,  2,  Terago_Omath_(Task_Master)
P 1675.0447, -377.3671, 14.3916,  0, 0, 0,  2,  Agithin_Dasmore
P 1697.0929, 1387.5911, 63.6238,  0, 0, 0,  2,  Lanivon_Baxer
P 1771.2914, -450.2685, 14.7129,  0, 0, 0,  2,  Shintar_Vinlail
P 1902.8058, -1152.2235, 45.1043,  0, 0, 0,  2,  Verogone_Wayfinder
P 709.5178, 767.7959, 42.8837,  0, 0, 0,  2,  Fittorin_Bladespur
P 841.2618, -2235.1580, 41.5571,  0, 0, 0,  2,  Sentinel_Drom
P 859.0844, -2229.0361, 41.5571,  0, 0, 0,  2,  Sentinel_Flavius
P 1643.5935, 1501.3479, 68.8189,  255, 255, 255,  2,  Nexus_Spires
P 1474.9572, -196.7226, 88.6876,  255, 255, 255,  2,  Bridge
P 1251.8082, 1594.7925, 28.3834,  255, 255, 255,  2,  Kobold_Camp
P -431.7395, 407.5696, 16.8843,  255, 255, 255,  2,  Dock
P -2236.1321, 664.3491, -30.2144,  255, 255, 255,  2,  Tiger_Pit
P 1320.0365, 1119.1338, 29.5340,  255, 255, 255,  2,  Kobold_Camp
P 1589.1445, -1185.8357, 42.1834,  255, 255, 255,  2,  Heretic_pet_house
P 462.0352, -2026.4646, 22.7185,  127, 64, 0,  2,  Reeking_Skunk_(Named,Roam)
P -2186.0923, 174.5126, 20.2940,  127, 64, 0,  2,  Alrik_Pasdar_(Hunter)
P -2196.4360, -715.1758, 50.3770,  127, 64, 0,  2,  Jo_Jo_(Hunter)
P -2266.4275, -104.8503, 22.7455,  127, 64, 0,  2,  Khonza_Mitty_of_Kerra_(Hunter)
P -2251.0908, -717.6801, 50.5143,  127, 64, 0,  2,  Lord_Gongo_(Hunter)
P -2217.9956, -798.5020, 27.6820,  127, 64, 0,  2,  The_Kerran_Sha'rr_(Hunter)
P -100.0000, 3100.0000, 0.0000,  127, 64, 0,  2,  1._Alrik_Pasdar_-_PH=_a_kerran_ghulam
P -100.0000, 3300.0000, 0.0000,  127, 64, 0,  2,  2._Hamed_Grarr_-_PH=_a_kerran_ahmad_shaman
P -100.0000, 3500.0000, 0.0000,  127, 64, 0,  2,  3._Jo_Jo_-_PH=_a_tiger
P -100.0000, 3700.0000, 0.0000,  127, 64, 0,  2,  4._Khonza_Mitty_of_Kerra_-_PH=_a_kerran_amira_priestess
P -100.0000, 3900.0000, 0.0000,  127, 64, 0,  2,  5._Lord_Gongo_-_PH=_
P -100.0000, 4100.0000, 0.0000,  127, 64, 0,  2,  6._The_Kerran_Sha'rr_-_PH=_
P -2133.8660, -388.2664, 19.5693,  240, 240, 240,  2,  Ladders
P -2095.6707, -470.4950, 21.5466,  127, 64, 0,  2,  Hamed_Grarr_(Hunter)
