P -566.2021, -43.8489, -62.9951,  240, 240, 240,  1,  .
P -1603.1171, -179.2983, -8.3118,  240, 240, 0,  1,  .
P -208.3830, 652.8125, -7.7254,  240, 240, 0,  1,  .
P -218.7489, 746.3004, -7.0358,  240, 240, 0,  1,  .
P 1380.9540, 613.4441, -59.7739,  127, 0, 127,  1,  .
P 1314.6254, 704.0859, -56.6238,  127, 0, 127,  1,  .
P -891.8379, 1435.8291, -66.5942,  240, 240, 240,  1,  .
P 370.3940, 1057.7112, -54.2964,  127, 0, 127,  1,  .
P 878.3781, 1317.6140, -58.1312,  127, 0, 127,  1,  .
P 954.5125, 1388.7822, -51.2481,  127, 0, 127,  1,  .
P 1402.0193, 695.5146, -59.8534,  127, 0, 127,  1,  .
P 1404.4336, 425.0808, -61.8182,  127, 0, 127,  1,  .
P 1019.3221, 445.0412, -37.6705,  127, 0, 127,  1,  .
P 673.3205, 537.5934, -47.9351,  127, 0, 127,  1,  .
P -584.5483, -154.4025, -8.1899,  240, 240, 0,  1,  .
P -207.2777, -175.6305, -8.7871,  240, 240, 0,  1,  .
P -228.5862, 700.5013, -8.7865,  240, 240, 0,  1,  .
P -196.4449, 1220.0546, -8.7844,  240, 240, 0,  1,  .
P -1067.9519, -175.6392, -8.7800,  240, 240, 0,  1,  .
P 32.9139, 1272.1200, -52.8334,  127, 0, 127,  1,  .
P 626.1566, 1029.3778, -56.8291,  127, 0, 127,  1,  .
P 617.4399, 921.8524, -54.8208,  127, 0, 127,  1,  .
P -199.3081, -144.3402, -8.7879,  240, 240, 0,  1,  .
P -1087.5691, 379.9244, -19.8185,  240, 240, 0,  1,  .
P 565.7640, 1233.1482, -64.2203,  127, 0, 127,  1,  .
P -606.8256, -1.5723, -64.0741,  240, 240, 240,  1,  .
P -721.7791, -40.6907, -63.6787,  240, 240, 240,  1,  .
P -718.1953, 67.1699, -62.8438,  240, 240, 240,  1,  .
P -1426.0635, 110.2591, -60.4171,  240, 240, 240,  1,  .
P -1409.1837, 12.9832, -63.9692,  240, 240, 240,  1,  .
P -1510.2791, 732.1874, -65.2624,  240, 240, 240,  1,  .
P -1484.1283, 782.2952, -65.2767,  240, 240, 240,  1,  .
P -1502.1321, 685.6558, -64.7083,  240, 240, 240,  1,  .
P -1513.4485, 1134.2405, -62.3755,  240, 240, 240,  1,  .
P -1087.5844, 1464.8668, -60.2781,  240, 240, 240,  1,  .
