P 12.0648, 1.0563, -97.8417, 240, 240, 240, 1, .
P -3.3185, -457.1197, -78.3931, 240, 240, 240, 1, .
P 138.1880, -687.2897, -70.8417, 240, 240, 240, 1, .
P -301.1486, -624.4128, -36.5591, 240, 240, 240, 1, .
P -190.1712, -469.4990, -42.8417, 240, 240, 240, 1, .
P -297.8089, 65.1837, -63.8417, 240, 240, 240, 1, .
P -323.6516, -236.3568, -73.8407, 240, 240, 240, 1, .
P -496.8708, -1.0368, -58.8417, 240, 240, 240, 1, .
P -218.4465, 113.1367, -263.8416, 240, 240, 0, 1, .
P 152.4936, 29.0285, -278.8416, 240, 240, 0, 1, .
P 203.6456, -8.2361, -278.7904, 240, 240, 0, 1, .
P 133.8674, -128.0955, -263.8416, 240, 240, 0, 1, .
P 119.2787, -100.0731, -262.8558, 240, 240, 0, 1, .
P 133.8510, -128.3936, -263.8416, 240, 240, 0, 1, .
P 79.5630, -147.2325, -257.3416, 240, 240, 0, 1, .
P 33.0931, -115.0372, -277.6671, 240, 240, 240, 1, .
P -387.2164, -227.8826, -263.8416, 240, 240, 0, 1, .
P -153.1325, -28.0741, -278.8416, 240, 240, 0, 1, .
P 272.6593, 180.1087, -262.8741, 240, 240, 0, 1, .
P 70.9665, 138.2673, -263.8416, 240, 240, 0, 1, .
P -389.0344, 193.7518, -262.8416, 240, 240, 0, 1, .
P -386.8547, 72.2348, -263.8416, 240, 240, 0, 1, .
P -88.2584, -180.0035, -262.8417, 240, 240, 0, 1, .
P 27.0345, -130.5680, -278.6150, 240, 240, 0, 1, .
P -171.8405, 439.8437, -61.5265, 240, 240, 240, 1, .
P 154.9062, -663.5709, -62.2841, 240, 240, 240, 1, .
P -22.6489, -683.8674, -62.8417, 240, 240, 240, 1, .
P -292.9940, -187.7684, -14.5567, 240, 240, 240, 1, .
P -407.2177, -259.4102, -3.3561, 240, 240, 240, 1, .
P -15.1602, 276.0767, -74.8417, 240, 0, 0, 1, .
P -60.4379, 97.6793, -97.8417, 240, 0, 0, 1, .
P -494.3672, 116.4895, -58.8417, 240, 0, 0, 1, .
P -283.6611, -209.3899, -73.8417, 240, 0, 0, 1, .
P -20.5341, 240.2388, -74.8417, 240, 0, 0, 1, .
P -154.6633, 397.3692, -62.1854, 240, 0, 0, 1, .
P -167.3953, 455.7340, -61.3061, 240, 0, 0, 1, .
P -87.2135, -122.2214, -97.8417, 240, 0, 0, 1, .
P -78.5680, 2.4971, -97.8417, 240, 0, 0, 1, .
P 137.5455, -523.0764, -76.0211, 240, 0, 0, 1, .
P -98.7283, -664.1144, -59.3824, 240, 0, 0, 1, .
P -141.9132, -643.6537, -58.7081, 240, 0, 0, 1, .
P -144.8308, -619.9546, -58.8417, 240, 0, 0, 1, .
P -207.8105, -681.1490, -55.5736, 240, 0, 0, 1, .
P -316.3557, -619.2234, -46.1692, 240, 0, 0, 1, .
P -53.6963, -683.9642, -59.2930, 240, 0, 0, 1, .
P -230.4669, 48.4841, -65.8417, 240, 0, 0, 1, .
P -365.8236, 135.8369, -63.8417, 240, 0, 0, 1, .
P -468.9153, -249.8434, -83.8417, 240, 0, 0, 1, .
P -222.7706, 85.9168, -104.8417, 240, 0, 0, 1, .
P -67.9509, 101.3658, -97.8417, 240, 0, 0, 1, .
P -28.6808, 232.2793, -74.8417, 240, 0, 0, 1, .
P -47.5957, 360.4753, -70.5743, 240, 0, 0, 1, .
P 38.5138, -241.8339, -93.8417, 240, 0, 0, 1, .
P 4.6124, -450.4412, -82.0598, 240, 0, 0, 1, .
P 250.1949, -425.9232, -74.8417, 240, 0, 0, 1, .
P 5.9068, -578.9681, -70.8417, 240, 0, 0, 1, .
P -136.0843, -407.7742, -43.8173, 240, 0, 0, 1, .
P -386.7463, -166.3773, -12.0653, 240, 0, 0, 1, .
P -405.3821, -233.5945, -7.6295, 240, 0, 0, 1, .
P -290.0501, 62.9130, -63.8417, 240, 0, 0, 1, .
P -394.2710, 147.8584, -63.8417, 240, 0, 0, 1, .
P -363.1614, -146.8786, -63.8417, 240, 0, 0, 1, .
P -190.1789, -173.7923, -73.8417, 240, 0, 0, 1, .
P -250.1591, -289.3127, -68.8417, 240, 0, 0, 1, .
P -188.4978, -272.3636, -68.8417, 240, 0, 0, 1, .
P -446.2414, -227.8119, -83.8417, 240, 0, 0, 1, .
P 74.5902, -216.8665, -263.9978, 240, 240, 0, 1, .
P 157.4242, -216.5618, -263.9978, 240, 240, 0, 1, .
P -123.5098, -101.5554, -263.9978, 240, 240, 0, 1, .
P -245.2837, -217.5523, -263.9978, 240, 240, 0, 1, .
P -271.9663, 102.9302, -263.9978, 240, 240, 0, 1, .
P -112.7405, 101.0098, -263.9977, 240, 240, 0, 1, .
P -84.7684, 102.6975, -263.9978, 240, 240, 0, 1, .
P 197.4638, -254.3478, -262.1586, 240, 240, 0, 1, .
P 239.2052, -182.8023, -262.4798, 240, 240, 0, 1, .
P -41.0738, 112.5632, -274.8233, 240, 240, 0, 1, .
P -282.2672, 14.0908, -270.9205, 240, 240, 0, 1, .
P -385.4673, -61.7005, -263.9978, 240, 240, 0, 1, .
P -198.3090, 254.7552, -263.9978, 240, 240, 0, 1, .
P 126.5272, 250.9857, -263.9978, 240, 240, 0, 1, .
P 153.7877, 215.3344, -263.9978, 240, 240, 0, 1, .
P 138.7731, 116.3622, -263.9978, 240, 240, 0, 1, .
