P 3410.0000, -2530.0000, -293.0000, 255, 0, 0, 3, to_Laurion_Inn
P 3522.0000, -2513.0000, -281.6200, 255, 0, 0, 2, Succor
P 3281.0000, -2645.0000, -285.0000, 0, 127, 127, 2, Thornel_Grayleaf_(Quests)
P 3272.0000, -2649.0000, -285.0000, 0, 127, 127, 2, Dagnor_Butcherblock_(Quests)
P 3127.0000, 2101.0000, -303.0000, 0, 127, 127, 2, Bowyer_Essana_(Quests)
P 3157.0000, 2106.0000, -303.0000, 0, 0, 0, 2, Provisioner_Aiwyn
P 2976.5049, 2235.9761, -303.2550, 0, 127, 127, 2, Wegadas_(Quests)
P 3043.0000, -1769.0000, -323.0000, 0, 0, 0, 2, Vyndale_Manna
P -2294.0000, -1961.0000, -271.0000, 0, 0, 0, 2, Rallosian_Deathsergeant
P 3208.0000, 2086.0000, -303.0000, 0, 0, 0, 2, Dal`Vie_Captain
P 3138.0000, 2075.0000, -303.0000, 0, 0, 0, 2, Armorer_Diren
P -3150.9971, -1553.1591, -287.2970, 127, 64, 0, 2, Drillmaster_Suja_(Hunter)
P -3251.1880, -1983.5623, -277.5893, 127, 64, 0, 2, Drillmaster_Suja_(Hunter)
P -3305.2891, -1789.2012, -277.4070, 127, 64, 0, 2, Drillmaster_Suja_(Hunter)
P -2597.0210, -1643.6757, -269.7902, 127, 64, 0, 2, General_Orrak_(Hunter)
P -2827.0972, -1702.7544, -284.9249, 127, 64, 0, 2, Grenn_Rustblade_(Hunter)
P -2900.4185, -1755.9209, -294.8884, 127, 64, 0, 2, Grenn_Rustblade_(Hunter)
P -2795.2222, -2281.3882, -290.3949, 127, 64, 0, 2, Grenn_Rustblade_(Hunter,Roam)
P -1584.0995, 2484.0496, -286.5587, 127, 64, 0, 2, Honored_Elder_Skraiw_(Hunter)
P -2402.2305, 2248.6172, -254.6738, 127, 64, 0, 2, Honored_Elder_Skraiw_(Hunter)
P -1269.8472, 2285.9004, -282.3075, 127, 64, 0, 2, Honored_Elder_Skraiw_(Hunter)
P 504.8168, -1003.5286, -217.5741, 127, 64, 0, 2, Oka_(Hunter)
P 997.2475, 36.1781, -299.8911, 127, 64, 0, 2, Oka_(Hunter)
P -40.8482, 834.8118, -189.1279, 127, 64, 0, 2, Oka_(Hunter)
P -2226.7947, -1733.1316, -263.3493, 127, 64, 0, 2, Sergeant_Korsh_(Hunter)
P -2047.2704, -1274.7421, -280.1721, 127, 64, 0, 2, Sergeant_Korsh_(Hunter,Roam)
P -2522.2085, -1846.5490, -264.1967, 127, 64, 0, 2, Sergeant_Korsh_(Hunter,Roam)
P 935.5745, -195.9498, 99.7934, 127, 64, 0, 2, Tenderstump_(Hunter,Roam)
P 2636.4209, -1692.9574, -302.2956, 127, 64, 0, 2, Stinky_(Hunter)
P 3651.2371, -2433.5508, -272.0114, 127, 64, 0, 2, Stinky_(Hunter,Roam)
P 3651.2571, -2488.3135, -284.1888, 127, 64, 0, 2, Stinky_(Hunter)
P -2585.7764, -1659.2660, -269.7901, 127, 64, 0, 2, General_Orrak_(Hunter)
P -2581.6897, -1650.8322, -269.7902, 127, 64, 0, 2, General_Orrak_(Hunter)
P -446.6270, 737.6722, -118.7407, 127, 64, 0, 2, Tenderstump_(Hunter,Roam)
P 638.8983, -690.3573, 60.8885, 127, 64, 0, 2, Tenderstump_(Hunter,Roam)
P -2005.0000, 689.0000, -224.0000, 255, 255, 255, 1, .
P -1951.0000, -2095.0000, -230.0000 , 255, 255, 255, 1, .
P -2480.9292, -1656.5309, -269.5017 , 255, 255, 255, 1, .
P 1595.0000, 795.0000, -185.0000, 255, 255, 255, 1, .
P 32.0000, 792.0000, -175.0000, 255, 255, 255, 1, .
P 2034.0000, 1963.0000, -221.0000, 255, 255, 255, 1, .
P -2629.0000, -1246.0000, -253.0000 , 255, 255, 255, 1, .
P -2387.0000, -1686.0000, -267.0000 , 255, 255, 255, 1, .
P 3003.0000, -2005.0000, -255.0000, 240, 240, 240, 2, .
P 2930.4480, 1426.1654, -258.5452 , 255, 255, 255, 1, .
P 607.1425, 1449.3628, -174.0529 , 255, 255, 255, 1, .
P -786.0881, 1173.2732, -333.6787 , 255, 255, 255, 1, .
P -849.3174, 849.3907, -234.4032 , 255, 255, 255, 1, .
P -1056.3600, 673.7402, -271.2517 , 255, 255, 255, 1, .
P -1227.3722, 1315.7686, -209.3170 , 255, 255, 255, 1, .
P -2848.9314, -215.6975, -300.6490 , 255, 255, 255, 1, .
P -1898.7782, -461.7224, -224.1940 , 255, 255, 255, 1, .
P -2611.0862, -1811.1598, -263.7903 , 255, 255, 255, 1, .
P -3265.5137, -2399.5845, -316.7541 , 255, 255, 255, 1, .
P -3799.8052, -1831.7555, -182.3858 , 255, 255, 255, 1, .
P -2154.3086, -1815.9043, -245.3699 , 255, 255, 255, 1, .
P -2578.6326, -1724.2738, -269.7902 , 255, 255, 255, 1, .
P 425.9366, 91.6641, 73.6093 , 255, 255, 255, 1, .
P 1100.6034, -450.3565, -212.5998 , 255, 255, 255, 1, .
P 696.3528, -946.4390, -113.8728 , 255, 255, 255, 1, .
P 2342.8997, -792.6268, -272.2965 , 255, 255, 255, 1, .
P 1909.7366, -1318.0248, -204.7909 , 255, 255, 255, 1, .
P 3595.5752, -2487.6465, -235.0248 , 255, 255, 255, 1, .
P 3632.9622, -2560.2505, -257.7709 , 255, 255, 255, 1, .
P 3028.5374, -2667.1338, -259.9958 , 255, 255, 255, 1, .
P 439.8217, -1192.7511, -167.8443 , 255, 255, 255, 1, .
P -50.3765, -1076.7454, -203.0728 , 255, 255, 255, 1, .
P -478.7279, -1981.2295, -160.2426 , 255, 255, 255, 1, .
P -2186.8079, -124.6159, -158.5625 , 255, 255, 255, 1, .
P -3099.6763, -98.0619, -395.3400 , 255, 255, 255, 1, .
P -3377.8633, 1733.4103, -362.4305 , 255, 255, 255, 1, .
P -2824.8069, 2115.1814, -319.3285 , 255, 255, 255, 1, .
P -2569.0955, 2760.9729, -154.3270 , 255, 255, 255, 1, .
P 469.3885, -664.2010, 71.4971 , 255, 255, 255, 1, .
P 3557.3875, -1092.7201, -250.1628 , 255, 255, 255, 1, .
P 2804.1836, -73.2889, -212.6946 , 255, 255, 255, 1, .
P 1872.9030, 1118.8812, -308.2437 , 255, 255, 255, 1, .
P 692.7504, 1348.6914, -169.1801 , 255, 255, 255, 1, .
P 1853.3711, 2675.1648, -163.7846 , 255, 255, 255, 1, .
P -1457.8633, 736.2191, -285.6761 , 255, 255, 255, 1, .
P -1840.3246, -2374.7559, -139.7597 , 255, 255, 255, 1, .
P -2545.3472, -2718.9036, -149.7673 , 255, 255, 255, 1, .
P -2480.6956, -1656.1207, -269.7902 , 255, 255, 255, 1, .
P -1219.3214, -933.2383, -264.7098 , 255, 255, 255, 1, .
P 1105.3651, -1797.5222, -186.3695 , 255, 255, 255, 1, .
P 3668.6609, -1708.8794, -188.5573 , 255, 255, 255, 1, .
P 2624.6575, 2458.3228, -294.5494 , 255, 255, 255, 1, .
P -91.4638, 741.5851, -195.4815 , 255, 255, 255, 1, .
P -3674.7571, 563.4500, -257.0332 , 255, 255, 255, 1, .
P -2816.9983, -798.7986, -267.2796 , 255, 255, 255, 1, .
P -3223.0667, -1490.5969, -279.6948 , 255, 255, 255, 1, .
P -2358.7813, -1829.3949, -269.7310 , 255, 255, 255, 1, .
P -1343.0204, -999.5214, -297.8349 , 255, 255, 255, 1, .
P 703.3636, -1600.5231, -280.0803 , 255, 255, 255, 1, .
P 1174.9380, -1516.2638, -196.5055 , 255, 255, 255, 1, .
P -292.0154, 977.4080, -165.8754 , 255, 255, 255, 1, .
P -2222.6746, -1571.8362, -233.4081 , 255, 255, 255, 1, .
P -1045.3722, -1440.7278, -256.9755 , 255, 255, 255, 1, .
P 912.7897, -602.2638, -195.0815 , 255, 255, 255, 1, .
P 840.1277, 76.1106, -276.0427 , 255, 255, 255, 1, .
P 1861.7201, 383.3403, -209.5647 , 255, 255, 255, 1, .
P 3149.9856, 2325.0093, -294.3590 , 255, 255, 255, 1, .
P 537.5146, 796.0728, -329.9746 , 255, 255, 255, 1, .
P -2353.5823, 1655.4464, -237.4533 , 255, 255, 255, 1, .
P -2073.1172, -1448.7455, -272.3655 , 255, 255, 255, 1, .
