P 222.6162, 357.0638, 169.4707, 240, 240, 0, 1, .
P 406.9525, 544.3915, 162.0126, 240, 240, 0, 1, .
P 259.9276, 309.4406, 158.6608, 240, 240, 0, 1, .
P 375.7700, 492.0081, 158.3846, 240, 240, 0, 1, .
P 506.9346, 501.3972, 82.4749, 240, 240, 0, 1, .
P 415.4194, 567.4813, 68.9559, 240, 240, 0, 1, .
P 364.6782, 600.3787, 52.1099, 240, 240, 0, 1, .
P 305.2057, 635.7624, 27.8568, 240, 240, 0, 1, .
P 211.4889, 555.1625, 8.1954, 240, 240, 0, 1, .
P 322.1618, 677.8490, 180.8646, 240, 240, 0, 1, .
P 357.2274, 553.8845, 158.1405, 240, 240, 0, 1, .
P 265.9902, 318.0156, 151.1007, 240, 240, 0, 1, .
