P -200, 4000, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 4100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 4300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 1040.0000, -252.0000, 1161.0000,  997.0000, -252.0000, 464.0000,  0, 0, 0
L 997.0000, -252.0000, 464.0000,  993.0000, -228.0000, 392.0000,  0, 0, 0
L 993.0000, -228.0000, 392.0000,  1061.0000, -228.0000, 711.0000,  0, 0, 0
L 1061.0000, -228.0000, 711.0000,  1061.0000, -248.0000, 711.0000,  0, 0, 0
L 1061.0000, -248.0000, 711.0000,  1121.0000, -248.0000, 711.0000,  0, 0, 0
L 1121.0000, -248.0000, 711.0000,  1121.0000, -268.0000, 711.0000,  0, 0, 0
L 1121.0000, -268.0000, 711.0000,  1165.0000, -268.0000, 711.0000,  0, 0, 0
L 1165.0000, -268.0000, 711.0000,  1177.0000, -255.0000, 711.0000,  0, 0, 0
L 1177.0000, -255.0000, 711.0000,  1177.0000, -144.0000, 711.0000,  0, 0, 0
L 1177.0000, -144.0000, 711.0000,  1164.0000, -132.0000, 711.0000,  0, 0, 0
L 1164.0000, -132.0000, 711.0000,  1121.0000, -132.0000, 711.0000,  0, 0, 0
L 1121.0000, -132.0000, 711.0000,  1121.0000, -152.0000, 711.0000,  0, 0, 0
L 1121.0000, -152.0000, 711.0000,  1061.0000, -152.0000, 711.0000,  0, 0, 0
L 1061.0000, -152.0000, 711.0000,  1061.0000, -171.0000, 711.0000,  0, 0, 0
L 1061.0000, -171.0000, 711.0000,  994.0000, -171.0000, 461.0000,  0, 0, 0
L 994.0000, -171.0000, 461.0000,  993.0000, -148.0000, 464.0000,  0, 0, 0
L 993.0000, -148.0000, 464.0000,  1040.0000, -148.0000, 1194.0000,  0, 0, 0
L 407.0000, -382.0000, 31.0000,  407.0000, -498.0000, 31.0000,  0, 0, 0
L 407.0000, -498.0000, 31.0000,  271.0000, -498.0000, 31.0000,  0, 0, 0
L 271.0000, -498.0000, 31.0000,  271.0000, -382.0000, 31.0000,  0, 0, 0
L 271.0000, -382.0000, 31.0000,  311.0000, -382.0000, 31.0000,  0, 0, 0
L 311.0000, -382.0000, 31.0000,  311.0000, -352.0000, 31.0000,  0, 0, 0
L 311.0000, -352.0000, 31.0000,  311.0000, -336.0000, 351.0000,  0, 0, 0
L 311.0000, -336.0000, 351.0000,  311.0000, -310.0000, 361.0000,  0, 0, 0
L 311.0000, -310.0000, 361.0000,  288.0000, -310.0000, 351.0000,  0, 0, 0
L 288.0000, -310.0000, 351.0000,  287.0000, -356.0000, 559.0000,  0, 0, 0
L 407.0000, -382.0000, 31.0000,  367.0000, -382.0000, 31.0000,  0, 0, 0
L 367.0000, -382.0000, 31.0000,  367.0000, -353.0000, 31.0000,  0, 0, 0
L 367.0000, -353.0000, 31.0000,  367.0000, -336.0000, 351.0000,  0, 0, 0
L 367.0000, -336.0000, 351.0000,  367.0000, -311.0000, 362.0000,  0, 0, 0
L 367.0000, -311.0000, 362.0000,  391.0000, -311.0000, 375.0000,  0, 0, 0
L 391.0000, -311.0000, 375.0000,  391.0000, -356.0000, 492.0000,  0, 0, 0
L -511.0000, -58.0000, 121.0000,  -521.0000, -58.0000, 129.0000,  0, 0, 0
L -521.0000, -58.0000, 129.0000,  -521.0000, -122.0000, 111.0000,  0, 0, 0
L -521.0000, -122.0000, 111.0000,  -511.0000, -122.0000, 111.0000,  0, 0, 0
L -511.0000, -122.0000, 111.0000,  -511.0000, -182.0000, 121.0000,  0, 0, 0
L -511.0000, -182.0000, 121.0000,  -501.0000, -182.0000, 112.0000,  0, 0, 0
L -501.0000, -182.0000, 112.0000,  -501.0000, -222.0000, 114.0000,  0, 0, 0
L -501.0000, -222.0000, 114.0000,  -490.0000, -222.0000, 120.0000,  0, 0, 0
L -490.0000, -222.0000, 120.0000,  -490.0000, -241.0000, 112.0000,  0, 0, 0
L -490.0000, -241.0000, 112.0000,  -472.0000, -241.0000, 114.0000,  0, 0, 0
L -472.0000, -241.0000, 114.0000,  -472.0000, -251.0000, 121.0000,  0, 0, 0
L -472.0000, -251.0000, 121.0000,  -432.0000, -251.0000, 122.0000,  0, 0, 0
L -432.0000, -251.0000, 122.0000,  -432.0000, -261.0000, 123.0000,  0, 0, 0
L -432.0000, -261.0000, 123.0000,  -372.0000, -261.0000, 111.0000,  0, 0, 0
L -372.0000, -261.0000, 111.0000,  -372.0000, -274.0000, 111.0000,  0, 0, 0
L -372.0000, -274.0000, 111.0000,  -308.0000, -274.0000, 117.0000,  0, 0, 0
L -308.0000, -274.0000, 117.0000,  -308.0000, -260.0000, 119.0000,  0, 0, 0
L -308.0000, -260.0000, 119.0000,  -248.0000, -260.0000, 111.0000,  0, 0, 0
L -248.0000, -260.0000, 111.0000,  -248.0000, -251.0000, 111.0000,  0, 0, 0
L -248.0000, -251.0000, 111.0000,  -208.0000, -251.0000, 111.0000,  0, 0, 0
L -208.0000, -251.0000, 111.0000,  -208.0000, -241.0000, 111.0000,  0, 0, 0
L -208.0000, -241.0000, 111.0000,  -189.0000, -241.0000, 111.0000,  0, 0, 0
L -189.0000, -241.0000, 111.0000,  -189.0000, -222.0000, 130.0000,  0, 0, 0
L -189.0000, -222.0000, 130.0000,  -177.0000, -222.0000, 114.0000,  0, 0, 0
L -177.0000, -222.0000, 114.0000,  -177.0000, -182.0000, 111.0000,  0, 0, 0
L -177.0000, -182.0000, 111.0000,  -169.0000, -182.0000, 111.0000,  0, 0, 0
L -169.0000, -182.0000, 111.0000,  -169.0000, -122.0000, 114.0000,  0, 0, 0
L -169.0000, -122.0000, 114.0000,  -159.0000, -122.0000, 114.0000,  0, 0, 0
L -159.0000, -122.0000, 114.0000,  -159.0000, -58.0000, 148.0000,  0, 0, 0
L -159.0000, -58.0000, 148.0000,  -170.0000, -58.0000, 131.0000,  0, 0, 0
L -170.0000, -58.0000, 131.0000,  -170.0000, 1.0000, 113.0000,  0, 0, 0
L -170.0000, 1.0000, 113.0000,  -179.0000, 1.0000, 112.0000,  0, 0, 0
L -179.0000, 1.0000, 112.0000,  -179.0000, 41.0000, 111.0000,  0, 0, 0
L -179.0000, 41.0000, 111.0000,  -189.0000, 41.0000, 112.0000,  0, 0, 0
L -189.0000, 41.0000, 112.0000,  -189.0000, 60.0000, 120.0000,  0, 0, 0
L -189.0000, 60.0000, 120.0000,  -208.0000, 60.0000, 122.0000,  0, 0, 0
L -208.0000, 60.0000, 122.0000,  -208.0000, 71.0000, 119.0000,  0, 0, 0
L -208.0000, 71.0000, 119.0000,  -248.0000, 71.0000, 119.0000,  0, 0, 0
L -248.0000, 71.0000, 119.0000,  -248.0000, 79.0000, 111.0000,  0, 0, 0
L -248.0000, 79.0000, 111.0000,  -308.0000, 79.0000, 120.0000,  0, 0, 0
L -308.0000, 79.0000, 120.0000,  -308.0000, 89.0000, 128.0000,  0, 0, 0
L -308.0000, 89.0000, 128.0000,  -372.0000, 89.0000, 111.0000,  0, 0, 0
L -372.0000, 89.0000, 111.0000,  -372.0000, 80.0000, 111.0000,  0, 0, 0
L -372.0000, 80.0000, 111.0000,  -432.0000, 80.0000, 112.0000,  0, 0, 0
L -432.0000, 80.0000, 112.0000,  -432.0000, 70.0000, 111.0000,  0, 0, 0
L -432.0000, 70.0000, 111.0000,  -472.0000, 70.0000, 111.0000,  0, 0, 0
L -472.0000, 70.0000, 111.0000,  -472.0000, 60.0000, 111.0000,  0, 0, 0
